DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N3,ZP,5VP03MZ01,ZK7CA1,EB,6,Y,S3-B,1,0.6,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU491000,I1,LG61,PU6,DBO,EBEMTL,8498,102.8,5483,107.3,7432,122.5,,311,255,76,20,211,190,165,60,10,26,,458,108,,,,,0,78,18,0,0,0,0,7851.05,17,WG,71.2,2.25,6505.92,107.32,875.18,232.8
N3,ZR,MLE020X01,ZHSD1,EB,21,Y,S3,2,0.75,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,11933,303.1,15955,308.3,16016,311.6,,328,640,27,40,52,291,625,16,14,37,,292,322,304,50,,,0,18,28,19,2,0,0,414.02,23,HG,266.1,1.62,71405.08,94.5,1471.7,605.9
N3,ZP,5VP03MZ01,ZK9Y1,EB,14,Y,S3-B,1,0.68,1,,,ET,CU_MND_METAL-FXM_MRT,NU581000,M3,LG62,PU6,CU ADI CD,EBEMTL,2786,51.1,2532,48.9,2354,46,,256,148,40,7,155,18,231,27,3,17,,253,151,,,,,0,38,9,0,0,0,0,1704.02,15,WG,163.72,2.4,1985.5,54.95,317.24,312.28
N3,Z8,5VY03ME01,ZM581,ES,5,Y,S3-B,,0.16,1,,,ET,CU_MND_METAL-FXM_MRT,NU511000,M2,LG61,PU6,BEOL REVIEW,EBEMTL,3288,49.5,3362,43.5,1367,46.9,,228,75,39,3,270,6,27,33,3,6,,200,103,,,,,0,35,7,0,0,0,0,10158.02,13,WG,72.37,2.23,20042.97,97.73,1666.56,564.63
N4,BU,5P9865A02,38FH1,PT,24,Y,S3-D,2,0.9,1,17,5.88,ET,CU_MHM-DX_METAL-MP,VL755500,D11,LG63,PU6,ADI검사,EBEMTL,31613,341.6,37955,350.6,35354,349,,325,674,55,45,155,367,477,35,20,45,16,146,231,521,6,79,,6,28,23,35,1,7,0,328.02,34,HO,93,0.52,3263.75,9.42,100.72,140
N3,Z8,5VY03ME01,ZKR3NH,ES,1,Y,S3-B,,0.67,N,,,ET,CU_MHM-DX_METAL-MP,NU771000,D9,LG63,PU6,ADI검사,EBEMTL,31613,341.6,37955,350.6,35354,349,,377,581,53,42,152,331,475,33,21,41,16,153,177,477,6,129,,6,27,17,35,1,9,0,429.02,33,HO,42.92,0.52,13398.08,11.27,361.04,213.08
N4,BU,5P9865A02,38X81,PT,25,Y,S3-D,2,0.9,1,21,4.76,ET,CU_MHM-DX_METAL-MP,VL755500,D11,LG63,PU6,KLA,EBEMTL,31613,341.6,37955,350.6,35354,349,,335,683,53,44,201,373,444,37,20,40,16,145,262,536,6,53,,6,26,25,34,1,5,0,380.03,33,HO,62.2,0.52,3263.75,9.42,100.72,91.8
N4,BU,5P9865A02,37571,PT,25,Y,S3-B,1,0.9,1,22,4.55,ET,CU_MHM-DX_METAL-MP,VL755500,D11,LG63,PU6,KLA,EBEMTL,31613,341.6,37955,350.6,35354,349,,341,686,52,43,278,329,420,40,19,36,14,158,269,507,6,73,,5,28,22,33,1,6,0,484.03,34,HO,59.28,0.52,3263.75,9.42,100.72,59.72
N3,ZP,5VP03MZ01,ZHTSN1,EQ,6,Y,S3-D,2,0.75,N,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,ADI검사,EBEMTL,11946,303.7,9536,279.7,13283,285.9,,162,422,21,25,31,177,376,8,10,28,,252,214,91,27,,,0,22,15,7,2,0,0,575.02,19,WS,81.6,2.78,3849.97,120.09,800.2,611.4
N3,ZP,5VP03MZ01,ZHCZNB,EB,11,Y,S3-D,,0.75,N,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,16787,291.6,14282,304,15398,303.6,,235,361,28,28,16,233,347,9,16,31,,204,243,149,,,,0,21,21,14,0,0,0,595.02,19,WO,152.68,2.78,3849.97,120.09,800.2,955.32
N4,BU,5P9865A02,36YYC1,PT,11,Y,S3-D,,0.92,1,8,9.63,ET,CU_MHM-DX_METAL-MP,VL765500,D12,LG63,PU6,ADI검사,EBEMTL,38035,355.1,39201,352.7,42850,353.5,,217,523,46,33,168,288,284,29,16,34,5,132,305,214,6,78,,2,33,21,18,1,4,0,746.02,28,WO,63.43,0.52,3263.75,9.42,100.72,154.57
N4,BU,5P9865A02,38RUN5,PT,4,Y,S3-D,2,0.92,N,8,9.63,ET,CU_MHM-DX_METAL-MP,VL765500,D12,LG63,PU6,KLA,EBEMTL,38035,355.1,39201,352.7,42850,353.5,,217,523,46,33,168,288,284,29,16,34,5,132,305,214,6,78,,2,33,21,18,1,4,0,746.02,28,WO,122.22,0.52,3263.75,9.42,100.72,71.77999999
N3,YB,5VP03MW01,ZM98AN2,ES,2,Y,S3-E,,0.29,N,,,ET,CU_SAUP_METAL-FXM_MRT,NY379132,X1,LG61,PU6,DBO,EBEMTL,7265,102.7,11029,100.3,8018,102.9,,406,88,87,14,165,73,256,57,3,41,,439,55,,,,,0,81,20,0,0,0,0,6170.02,19,WG,72.5,2.67,17094.82,238.52,2685.69,621.5
N3,ZP,5VP03MZ01,ZK3GNJ,EB,5,Y,S3-B,1,0.65,N,,,ET,CU_SAUP_METAL-FXM_MRT,NU531000,I2,LG61,PU6,DBO,EBEMTL,5682,86.6,8498,102.8,5483,107.3,,537,140,91,16,237,136,304,60,7,40,,530,147,,,,,0,87,20,0,0,0,0,2808.02,22,WG,46.6,2.25,6505.92,107.32,875.18,155.4
N3,SY,5E5535X01,ZKUS1,EK,25,Y,S3-E,1,0.6,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU465200,I1,LG61,PU6,BEOL REVIEW,EBEMTL,7585,110.3,11307,110.6,7498,96.9,,352,256,81,26,244,172,192,66,9,32,,396,212,,,,,0,80,27,0,0,0,0,7286.02,20,WD,306.83,2.02,17094.82,127.96,1043.28,74.17
N3,ZP,5VP03MZ01,ZKBP1,ES,4,Y,S3-D,1,0.75,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,16016,311.6,19416,310.4,15014,318.6,,281,861,35,44,61,401,680,15,22,42,,212,347,506,77,,,0,22,26,27,4,0,0,303,24,WS,92.8,2.78,3849.97,120.09,800.2,461.2
N3,ZS,5VP03PX01,ZHY81,EB,9,Y,S3,,0.75,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,16016,311.6,19416,310.4,15014,318.6,,281,861,35,44,61,401,680,15,22,42,,212,347,506,77,,,0,22,26,27,4,0,0,303,24,WS,119.93,1.62,71405.08,94.5,1471.7,1369.07
N3,ZP,5VP03MZ01,ZK3GNJ,EB,5,Y,S3-B,1,0.63,N,,,ET,CU_MND_METAL-FXM_MRT,NU511000,M2,LG61,PU6,DBO,EBEMTL,3362,43.5,1367,46.9,3880,49.1,,145,125,29,5,110,75,85,24,3,7,,166,104,,,,,0,27,7,0,0,0,0,10280.52,13,WG,79.43,2.4,1985.5,54.95,317.24,158.57
N8,QJ,FN08T9XA2,39W11,PP,25,Y,S3,,0.69,1,66,4.11,ET,CU_MHM_METAL-MP,NV600400,M4,LG62,PU6,CU ADI CD,EBEMTL,6481,252,4616,254.7,5364,256.6,,47,101,6,6,33,56,59,4,3,5,,12,47,,10,79,,0,2,2,0,3,5,0,1210.52,10,WO,68.4,1.83,215.72,3.32,21.53,44.6
N3,ZR,MLE020X01,ZH89C1,EB,7,Y,S3-B,2,0.58,1,,,ET,CU_MND_METAL-FXM_MRT,NU471001,M1,LG61,PU6,ADI검사,EBEMTL,4282,46.8,3389,44,3288,49.5,,278,345,43,19,148,74,401,27,3,32,,300,323,,,,,0,42,20,0,0,0,0,1537.03,17,HG,51,2.23,20042.97,97.73,1666.56,104
N3,ZP,5VP03MZ01,ZHX51,EB,7,Y,S3,1,0.75,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,13816,294.3,11933,303.1,15955,308.3,,271,1077,31,67,64,467,817,15,22,61,,281,655,412,,,,0,23,47,28,0,0,0,600,22,HD,109.23,2.78,3849.97,120.09,800.2,257.77
N3,ZP,5VP03MZ01,ZHHV1,EB,15,Y,S3-B,1,0.63,1,,,ET,CU_MND_METAL-FXM_MRT,NU511000,M2,LG61,PU6,CU ADI CD,EBEMTL,2786,51.1,2532,48.9,2354,46,,243,86,39,4,138,38,153,26,2,15,,240,89,,,,,0,37,6,0,0,0,0,2180.02,16,WS,132.8,2.4,1985.5,54.95,317.24,354.2
N3,ZS,5VP03PX01,ZK351,EY,10,Y,S3-D,2,0.75,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,CU ADI CD,EBEMTL,11946,303.7,9536,279.7,13283,285.9,,162,422,21,25,31,177,376,8,10,28,,252,214,91,27,,,0,22,15,7,2,0,0,575.02,19,WS,174.93,1.62,71405.08,94.5,1471.7,388.07
N3,ZR,MLE020X01,ZK2C1,EB,25,Y,S3-E,1,0.65,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU531000,I2,LG61,PU6,CU ADI CD,EBEMTL,10076,109.5,9322,93.3,5068,63.9,,558,355,105,35,274,101,538,65,6,69,,569,344,,,,,0,99,41,0,0,0,0,1480.68,22,WG,279.98,2.02,5290.15,95.05,778.54,157.02
N3,ZR,MLE020X01,ZHWV1,EB,22,Y,S3-B,1,0.65,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU531000,I2,LG61,PU6,CU ADI CD,EBEMTL,10076,109.5,9322,93.3,5068,63.9,,558,355,105,35,274,101,538,65,6,69,,569,344,,,,,0,99,41,0,0,0,0,1480.68,22,WG,208.2,2.02,5290.15,95.05,778.54,197.8
N3,ZP,5VP03MZ01,ZHX51,EB,7,Y,S3-E,1,0.69,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU591000,I3,LG62,PU6,CU ADI CD,EBEMTL,8018,102.9,8502,105.5,9194,112.2,,546,291,114,28,262,125,450,62,10,70,,613,224,,,,,0,110,32,0,0,0,0,3437.02,21,WS,115.27,2.25,6505.92,107.32,875.18,340.73
N3,SY,5E5535X01,ZKRBB1,EC,1,Y,S3,2,0.74,1,,,ET,CU_MHM_METAL-FXM-MRT,NU641000,F5,LG63,PU6,ADI검사,EBEMTL,16016,311.6,19416,310.4,15014,318.6,,290,790,38,39,72,359,649,18,21,38,,222,308,475,75,,,0,26,23,25,3,0,0,390.02,24,WS,65.83,1.62,71405.08,94.5,1471.7,502.17
N3,ZP,5VP03MZ01,ZK7T1,EB,13,Y,S3-B,1,0.68,1,,,ET,CU_MND_METAL-FXM_MRT,NU581000,M3,LG62,PU6,CU ADI CD,EBEMTL,2786,51.1,2532,48.9,2354,46,,256,147,40,6,166,43,194,28,3,15,,253,150,,,,,0,38,8,0,0,0,0,1644.02,15,WS,143.6,2.4,1985.5,54.95,317.24,268.4
N3,ZP,5VP03MZ01,ZKFX1,EB,9,Y,S3-B,1,0.6,1,,,ET,CU_SAUP_METAL-FXM_MRT,NU491000,I1,LG61,PU6,CU ADI CD,EBEMTL,5682,86.6,8498,102.8,5483,107.3,,537,140,91,16,237,136,304,60,7,40,,530,147,,,,,0,87,20,0,0,0,0,2808.02,22,WG,101.47,2.25,6505.92,107.32,875.18,43.53
N3,ZU,MLE030X01,ZKCD1,EA,14,Y,S3-B,2,0.56,1,,,ET,CU_MND_METAL-FXM_MRT,NU471000,M1,LG61,PU6,CU ADI CD,EBEMTL,4144,55.6,3875,55.5,3817,55.4,,138,71,26,4,111,56,42,23,3,4,,162,47,,,,,0,26,4,0,0,0,0,17134.52,13,HO,124.13,2.23,20042.97,97.73,1666.56,577.87
N3,ZR,MLE020X01,ZH8M1,EB,12,Y,S3-B,2,0.88,1,,,ET,CU_MHM-DX_METAL-MP,NU791000,D10,LG63,PU6,CU ADI CD,EBEMTL,44687,349.8,44881,341.1,39434,346.6,,258,1036,44,62,179,374,741,29,23,54,34,94,215,848,,103,,7,17,23,48,0,11,0,729.02,34,WO,72.87,5.58,1876.4,32.23,365.86,802.13
N3,ZP,5VP03MZ01,ZGZB1,EB,4,Y,S3-B,1,0.63,1,,,ET,CU_MND_METAL-FXM_MRT,NU511000,M2,LG61,PU6,CU ADI CD,EBEMTL,3288,49.5,3362,43.5,1367,46.9,,226,96,38,4,263,30,29,32,2,8,,219,103,,,,,0,35,7,0,0,0,0,10038.03,15,WG,59.63,2.4,1985.5,54.95,317.24,59.37
N4,BU,5P9865A02,379C1,PT,12,Y,S3-D,1,0.9,1,2,50,ET,CU_MHM-DX_METAL-MP,VL755500,D11,LG63,PU6,CU ADI CD,EBEMTL,44881,341.1,39434,346.6,44388,361.1,,258,1036,44,62,179,374,741,29,23,54,34,94,215,848,,103,,7,17,23,48,0,11,0,729.02,34,WO,43.25,0.52,3263.75,9.42,100.72,69.75
N4,BU,5P9865A02,38KBA1,PT,12,Y,S3-D,,0.9,1,2,50,ET,CU_MHM-DX_METAL-MP,VL755500,D11,LG63,PU6,KLA,EBEMTL,44881,341.1,39434,346.6,44388,361.1,,269,913,45,55,123,415,644,24,23,53,34,97,153,720,,178,,7,19,18,42,0,14,0,752.02,29,WO,38.57,0.52,3263.75,9.42,100.72,105.43
